id,split,slice,label,text
462,val,simple,1,the colour matches the product photos updating this review later
463,train,simple,1,i have used it daily since march the carrying case is genuinely useful will report back after the winter
464,train,simple,1,second one i have bought support answered within an hour bought the black version
465,train,simple,0,the warranty claim has been open for six weeks posting this after a month of use
466,train,simple,1,second one i have bought the fabric held up after ten washes posting this after a month of use
467,val,simple,1,ordered this in june the price is unbeatable for this spec bought the black version
468,train,simple,1,shipped to a uk address the firmware update installed without a hitch posting this after a month of use
469,train,simple,0,the printed instructions were one unreadable page will report back after the winter
470,val,simple,1,second one i have bought the build quality feels premium
471,val,simple,0,for reference the printed instructions were one unreadable page happy to answer questions
472,test,simple,1,i have used it daily since march setup took under five minutes ordered through the app
473,test,simple,0,the firmware update bricked the unit bought the black version
474,train,simple,1,second one i have bought the keys have a satisfying travel posting this after a month of use
