ticket_id,channel,subject,body,queue
T-90810,webform,Late order,Can you hold the shipment at a UPS pickup point instead of delivering to my door. the price of the torrent rain pants dropped to $79.95 the day after i bought it - do you do price adjustments. can i get an itemized receipt or invoice for order nw-63546 - i need it for my expense report. The package was a gift for my partner. Appreciate it.,shipping
T-90811,chat,Qeustion,My gift card balance shows $19.99 but checkout would not let me use it. I have been a customer for three seasons and this is the first problem I have had??,billing
T-90812,chat,Refund not eceived,My gift card balance shows $42.00 but checkout would not let me use it??,billing
T-90813,email,Payment issue,"Good morning, The promo code SSUMMER20 did not apply at checkout and I was charged full price. The package was a gift for my daughter. ghanks in advance.",billing
T-90814,webform,Help,"Hello Northwind, Where is my order? The Basecamp camp chair was supposed to arrive last Friday. This is for an upcoming thru-hike. Please advise.",shipping
T-90815,email,Urgent,"Good morning, Where is my order? The Puffin down vest was supposed to arrive on Monday. I placed the order last week. Hope you can help. — Jordan Silva",shipping
T-90816,webform,Invoice request,"Hi, I cancelled order NW-65861 minutes after placing it but the charge of $214.95 still went through. I have been a customer for years and this is the first problem I have had. Thank you.",billing
T-90817,email,Question,"Hey, You charged the wrong card - theo rder should have gone on the card ending 1373. I need this sorted before the end of the month. Hope you can help. — Skyler Patel",billing
T-90818,chat,Problem with my order,my order NW-78863 was placed three days ago and the tracking still says label created. The order had the Glacier 45 cooler and some smaller items in it.,shipping
T-90819,email,Urgent,The tracking page says delivered but there is no package anywhere at my address. Please advise. — Taylor Chen,shipping
T-90820,chat,Account locked,I keep getting logged out every time the app updates. i was charged twice for order nw-47438 - there are two $189.99 charges on my card??,account-access
T-90821,email,Order status,"Hello, You split my ordder into two shipments and only one has any tracking movement. why was i charged $35.50 for shipping when the site says orders over $75 sihp free. Thank you. — Riley Novak",shipping
T-90822,webform,Djlivery problem,"Hi there, Customs is asking me to pay $89.00 in import fees for order NW-56647 - was that supposed to happen. the email receipt went to my old address - i need to update where my invoices get sent. my account seems to be locked after too many login attempts. Thank you.",shipping
T-90823,webform,Account security concern,"Hi, My account seems to be locked after too many login attempts. Order number is NW-65300 if that helps. Appreciate it.",account-access
T-90824,webform,Question,"Hey,H ow do I yhange the email address on my account - I no longer have access to the old one. The package was a gift for my partner. Thanks in advance.",account-access
T-90825,email,Nede assistance,"resending this - Good morning, My order history disappeared after I merged my old account with my new email. I have been a customer for years and this is the first problem I have had. Please advise.",account-access
T-90826,email,Urgent,My account shows an orde I already cancelled and the charge is still pending on my card. my order nw-76800 was placed ten days ago and the tracking still says label created. usps tracking shows my package has been sitting in custmos for ten days. I contacted you last week about this and never heard back. Appreciate it. — Quinn Garcia,billing
T-90827,email,Tracking question,"Hi, Can you hold the shipment at a UPS pickup point instead of delivering to my door. I placed the order last week. Appreciate it. — Casey Brooks",shipping
T-90828,webform,Need assistance,"Hello Northwind, The email receipt went to my old address - I need to update where my invoices get sent. The package was a gift for my daughter. Hope you can help.",account-access
T-90829,webform,Help,"Hi, Can I change the delivery address on order NW-79986 before it ships. I contacted you a few days ago about this and never heard back. Please advise.",shipping
T-90830,email,Support request,"Hey, My order NW-42679 was placed five days ago and the tracking still says label created. I tried calling but the wait time was over 45 minutes. Thanks in advance. — Taylor Kim",shipping
T-90831,email,Support request,"Good morning, The promo code TRAIL15 dad not apply at checkout and I was charged full price. I paid with the card ending 8762. — Quinn Haddad",billing
T-90832,chat,Delivery problem,wher eis my order? The Torrent rai pants was supposed to arrive on Monday. I need this sorted before Friday?,shipping
T-90833,webform,Help,"Hello Northwind, I think someone else has been using my account - there is an order in my history I never placed. Appreciate it.",account-access
T-90834,email,Membership billing,"Hey, You refunded the item but not the original shipping cost on order NW-77514. I contacted you last week about this and never heard back. — Riley Okafor",billing
T-90835,chat,Question,When I log in my order history shows someone else's orders and charges. I have been a customer for years and this is the first problem I have had??,account-access
T-90836,email,Order not delivered,"Hello, I paid $189.00 extra for two day shipping and it has been four days. Thank you. — Taylor Chen",shipping
T-90837,chat,Help,when I og in my order history shows someone else's orders and charges. I paid withh the cadr ending 8067?,account-access
T-90838,email,Question,"Hi, My order NW-75964 was placed four days ago and the tracking still says label created. I need this sorted before the end of the month. Hope you can help. — Devon Patel",shipping
T-90839,webform,Need assistance,The estimated delivery on my order keeps moving - it has changed twice this week. I contacted you last week about this and never heard back.,shipping
T-90840,email,Support request,"Hi, Customs is asking me to pay $214.50 in import fees for order NW-66385 - was that supposed to happen. can i get an itemized receipt or invoice for order nw-70667 - i need it for work. Thank you.",shipping
T-90841,chat,Help,why was I charged $249.50 for shipping when the site says orders over $75 ship free,billing
T-90842,email,Help,"Hey, How do I change the email address on my account - I no longer have access to the old one. Order number is NW-63563 if that helps. Please advise. — Kai Haddad",account-access
T-90843,webform,Support request,"Hello, How do I change the email address on my account - I no longer have access to the old one. I placed the order about ten days ago. Thanks in advance.",account-access
T-90844,webform,Support request,"Hey, Customs is asking me to pay $19.95 in import fees for order NW-46583 - was taht supposed to happen. I placed the order during the sale.",shipping
T-90845,chat,Delivery problem,My package arrived with the box soaked and the Basecamp camp chair inside looks okay. I paid with the card ending 7784.,shipping
T-90846,chat,Tracking question,can you hold the shipment at a UPS pickup point instead of delivering to my door. The order had the Windbreak fleece and some smaller items in it?,shipping
T-90847,email,Problem with my order,"Hey, Can I get an itemized receipt or invoice for order NW-74013 - I need it for my expense report. my refund was aprved but the replacement glacier 45 cooler still has no tracking number. Thank you. — Rowan Silva",billing
T-90848,chat,Double charged,i was charged twicce for order NW-51584 - there are two $214.99 charges on my card. the tracking page sayys delivered but there si no package anywhere at my address??,billing
T-90849,email,Need assistance,"Hello Northwind, I paid $312.99 extra for two day shipping and it has been five days. Thank you. — Quinn Chen",shipping
T-90850,email,Problem with my order,"Hey, The promo code TRAIL15 did not apply at checkout and I was charged full price. Please advise. — Jordan Patel",billing
T-90851,email,Shipping delay,"Hi,I  paid $58.00 extra for wto day sipping adn it has been ten days. The package was a gift for a friend. Thanks in advance. — Rowan Okafor",shipping
T-90852,chat,Need assistance,You refunded the item but not the original shipping cost on order NW-70621?,billing
T-90853,email,Urgent,"Hi there, I cancelled order NW-47409 an hour after plcing it but the charge of $24.95 still went through. Hope you can help. — Alex Okafor",billing
T-90854,email,Cwange my email,"Hi, The verification link in the signup email says it has expired. can you hold the shipment at a usps pickup point instead of delivering to my door. I paid with the card ending 7058. Thanks. — Sam Novak",account-access
T-90855,email,Problem with my order,"Hey, Can I get an itemized receipt or invoice for order NW-46345 - I need it for my expense report. I need this sorted before Friday. Thank you.",billing
T-90856,email,Shipping delay,"Hey, I paid $58.99 emtra for two day shippin gand it has been three days. Appreciate it.",shipping
T-90857,webform,Late order,You split my order into two shipments and only one has any tracking movement. you refunded the item but not the original shipping cost on order nw-55687. I placed the order last week.,shipping
T-90858,email,Account security concern,"Hello Northwind, I keep getting logged out every tim the app updates. I have been a customer for three sasons and this is the first problemI  have had. Thanks in advance. — Quinn Nguyen",account-access
T-90859,webform,Passwor reset not working,"Good morning, The verification link in the signup email says it has expired. I contacted you a fed ays ago about this and never heard back. Thanks.",account-access
T-90860,email,Promo code problem,"Hey, Can I get an itjmized receipt or invoice for order NW-70871 - I need it for my edpenser eport. I placed the order about ten days ago.",billing
T-90861,chat,Question,My return was received three days ago but the refund of $118.95 still is not back on my card. I tried calling but the wait time was over 20 minutes,billing
T-90862,chat,Password reset not working,When I log in my order history shows someone else's orders and charges. This is for an upcoming thru-hike,account-access
T-90863,webform,Package missing,"Hi, Can I change the delivery address n oorder NW-64766 before it ship. Order number is NW-57026 if that helps. Thakn you.",shipping
T-90864,webform,Support request,"Hello Northwind, There is a charge from Northwind on my statement for $89.00 that I do not recognize. Thanks in advance.",billing
T-90865,webform,Help,Please delete my account and all my personal data. Order number is NW-51649 if that helps. Please advise.,account-access
T-90866,webform,Question,"Hi there, I think someone else has been using my account - there is an order iin myh istory I never placed. I already looked through the help centerr and could not find an answer. Thanks in advance.",account-access
T-90867,webform,Where is my order,"Hi, TThe invooice in the box lists a Lumen 800 headlamp that is not whatt I was charged for online - which one is actually sshipping to me. The order had the Slate sunglasses and some smaller items in it.",shipping
T-90868,webform,Delivery problem,"Hi, UPS tracking shows my package has been sitting in Memphis for two weeks. I have been a customer for a long time and this is the first problem I have had. Hope you can help.",shipping
T-90869,webform,Problem with my order,"Good morning, The tracking page says delivered but there is no package anywhere at my address. Hope you can help.",shipping
T-90870,email,Package missing,Only half of order NW-49337 showed up - the Torrent rain pants is missing from the box. Thanks. — Morgan Ortiz,shipping
T-90871,chat,Order not delivered,My refund was approved but the replacement Slate sunglasses still has no tracking number. I contacted you last week about this and never heard back??,shipping
T-90872,chat,Help,the tracking page says delivered but there is no package anywhere at my address. I paid with the card ending 4061??,shipping
T-90873,webform,Help,"Good morning, Only half of order NW-77100 showed up - the Ember fuel canister is missing from the box. there is a charge from northwind on my statement for $312.99 that i do not recognize. I tried calling but the wait time was over 45 minutes. Thanks.",shipping
T-90874,email,Problem with my order,"Hey, Only half of oorder NW-45835 showed up - the Firefly bug net is missing from the box. Thankg in advance.",shipping
T-90875,webform,Suppot request,"Hello, I paid $149.00 extra for two day shipping and it has been four days. The order had the Merino trail socks and some smaller items in it. Thanks.",shipping
T-90876,email,Where is my order,"Good morning, I paid $64.95 extra for two day shipping and it has been a week. I already looked through the help center and could not find an answer. Thanks in advance. — Devon Nguyen",shipping
T-90877,email,Question,The tracking says my order was delivered but I was charged for shipping insurance I never added. This is for an upcoming canoe trip. Thanks in advance. — Sam Novak,billing
T-90878,email,Password reset not working,Please delete my account nad all myp ersonal data.T hanks.,account-access
T-90879,email,Invoice request,"Hello Northwind, Please cancel my Trail Club membership - I am still being billed $9.99 a month. I paid with the card ending 5298. Appreciate it. — Sam Chen",billing
T-90880,email,Delivery problem,"Good morning, I paid $89.00 extra for two day shipping and it has been a week. i cannot log in to my account - it keeps saying my password is wrong even after i reset it. Please advise. — Quinn Larsen",shipping
T-90881,chat,Promo code problem,Why was I charged $312.00 for shipping when the site says orders over $75 ship free. my account seems to be locked after too many login attempts??,billing
T-90882,webform,Cannot log in,"Hi, I keep getting logged out every time the app updates. Thanks in advance.",account-access
T-90883,email,Billing question,"Hello, Please cancel my Trail Club membership - I am still being billed $12.99 a month. I placed the order during the sale.",billing
T-90884,email,Neeed assistance,"Hi there, Please delete my account and all my personal data. the tracking says my order was delivered but i was charged for shipping insurance i never added. there is a charg from northwind on my statement for $249.99 that i do not recognize. The package was a gift for my partner. Hope you can help.",account-access
T-90885,email,Problem with my order,"Hello, My package arrived with the box torn open and the Cascade 0 sleeping bag inside looks okay. I have been a customer for a long time and this is the first problem I have had.",shipping
T-90886,email,Need assistance,"Hey, My package arrived with the box soaked and the Windbreak fleece inside looks damaged. The package was a gift for my daughter. Hope you can help.",shipping
T-90887,chat,Where is my order,I paid $118.95 extra for two day shipping and it has been over two weeks. I placed the order last week.,shipping
T-90888,chat,Account ocked,how do I change the email address on my account - I no longer have access to the old one??,account-access
T-90889,webform,Charge I do not recognize,"Hello Northwind, I cancelled order NW-47981 the same day after placing it but the charge of $118.50 still went through. Hope you can help.",billing
T-90890,webform,Support request,"Hey, The estimated delivery on my order kaeps moving - it has changedt hree times this week .I have been a customer for three seasons and this is the first problem I have hadd. Thank you.",shipping
T-90891,webform,Need assistance,I cancelled order NW-49201 the same day after placing it but the charge of $79.00 still went through. Thanks in advance.,billing
T-90892,webform,Question,"Hi there, My account shows an order I already cancelled and the charge is still pending on my card. I placed the order last week. Please advise.",billing
T-90893,email,Question,Can I change the delivery address on order NW-42675 before it ships. I already looked through the help center and could not find an answer. Thanks in advance.,shipping
T-90894,webform,Late order,"Hello Northwind, The estimated delivery on my order keeps moving - it has changed twice this week. The package was a gift for my daughter. Thanks.",shipping
T-90895,email,Shipping delay,"Hello, My refund was approved but the replacement Cirrus trekking poles still has no tracking number. the password reset email never arrives - i have checked spam several times. please delete my account and all my personal data. I need this sorted before the end of the month. Thanks in advance. — Alex Haddad",shipping
T-90896,webform,Help,I need the Lumen 800 headlamp before Saturday - can you expedite shipping. Please advise.,shipping
T-90897,webform,Delivery problem,"Hello, The estimated delivery on my order keeps movin - it has changed three times this week. The package was a gift for my son. Appreciate it.",shipping
T-90898,webform,Double charged,My gift card balance shows $42.99 but checkout would not let me use it. I contacted you last week about this and never heard back. Appreciate it.,billing
T-90899,webform,Support request,see below. ref NW-48009,shipping
T-90900,chat,Question,The promo code TRAIL15 did not apply at checpout and I was charge dull price. I need this sorted before the weekend??,billing
