ticket_id,channel,subject,body,queue
T-10191,email,Question,"Hi, You split my order into two shipments and only one has any tracking movement. This is for an upcoming camping trip. Hope you can help. — Dana Silva",shipping
T-10192,chat,Help,If the Trailhead trail runners does not fit can I return it for free or is return shipping on me. I paid with the card ending 8533,product-question
T-10193,email,Need assistance,"Hello Northwind, Please cancel my Trail Club membership - I am still being billed $12.99 a month. The order had the Merino trail socks and some smaller items in it. Please advise.",billing
T-10194,webform,Problem with my order,"Hello Northwind, I paid $19.00 extra for two day shipping and it has been four days. Appreciate it.",shipping
T-10195,email,Problem with my order,second time sending this. Is the Torrent rain jacket actually waterproof or just water resistant. Appreciate it. — Quinn Patel,product-question
T-10196,email,Promo code problem,"Hey, I cancelled order NW-54245 an hour after placing it but the charge of $89.50 still went through. I contacted you a few days ago about this and never heard back. Hope you can help. — Riley Silva",billing
T-10197,email,Defective item,I want to return the Ridgeline 2P tent from order NW-71553 for a refund. I contacted you last week about this and never heard back. — Devon Brooks,returns-warranty
T-10198,webform,Warranyt claim,"Hi, I was charged a restocking fee of $189.95 on my return - nothing on the site mentioned that. I tried calling but the wait time was over 20 minutes. Thank you.",returns-warranty
T-10199,chat,Account locked,i cannot log in to my account - it keeps saying my password is wrong even after I reset it,account-access
T-10200,webform,Urgent,"Hello, Can the Voltpack 20K power bank charge the Lumen 400 headlamp over USB. when i log in my order history shows someone else's orders and charges.",product-question
T-10201,webform,Need assiistance,Why was I charged $64.99 for shipping when the site says orders over $75 ship free. The order had the Slate sunglsases and soomes maller items in it. Please advise.,billing
T-10202,webform,Care instructions,"Hello, How long does the Lumen 400 headlamp run on a full charge at the highest brightness. Order number is NW-72248 if that helps. Thanks in advance.",product-question
T-10203,email,Help,"Good morning, Please cancel the exchange on order NW-77914 - I just want my money back on the return instead. I paid with the card ending 8639. — Jordan Haddad",returns-warranty
T-10204,webform,Package missing,"Good morning, The tracking page says delivered but there is no package anywhere at my addres.P lease advise.",shipping
T-10205,chat,Defective item,you sent the wrong item - I ordered the Summit 65 backpack and got a Riverbend sandals instead. I have been a customer for three seasons and this is the first problem I have had?,returns-warranty
T-10206,chat,Help,If I refuse the ackage at delivey do I still ave to pa return shipping,shipping
T-10207,webform,Pacakge missing,"Hi, Only half of order NW-60165 showed up - the Glacier 45 cooler is missing from the box. Order number is NW-47726 if that helps. Thanks in advance.",shipping
T-10208,webform,Problem with my order,The strap on my Drifter 10 kayak broke after one trip - I want to make a warranty claim. I contacted you last week about this and never heard back.,returns-warranty
T-10209,email,Question,When will the Basecamp camp chair be back in stock in the 2-person size. I tried calling but the wait time was over 45 minutes. — Jamie Okafor,product-question
T-10210,webform,Problem with my order,"Hello Northwind, The invoice in the box lists a Torrent rain jacket that is not what I was charged for online - which one is actually shipping to me. I tried calling but the wait time was over 45 minutes. Please advise.",shipping
T-10211,email,Product question,"Hello, When will the Windbreak fleece be back in stock in the green colour. I placed the order during the sale. Thank you.",product-question
T-10212,chat,Login trouble,my account seems to be locked after too many login attempts. Order number is NW-43703 if that helps,account-access
T-10213,email,Support request,"Good morning, Only half of order NW-67568 showed up - the Glacier 45 cooler is missing from the box. I have been a customer for years and this is the first problem I have had. Please advise. — Avery Novak",shipping
T-10214,chat,Wrong item received,I want to return the Aurora camp lantern from order NW-64299 for a refund. i paid $64.95 extra for two day shipping and it has been over two weeks.,returns-warranty
T-10215,webform,Urgent,"Hello Northwind, USPS tracking shows my package has been sitting in Newark for ten days. you refunded the item but not the original shipping cost on order nw-78933. The order had the Basecamp camp chair and some smaller items in it. Thanks in advance.",shipping
T-10216,chat,Urgent,is the Trailhead trail runners still returnable if I opened the packaging. the verification link in the signup email says it has expired,returns-warranty
T-10217,chat,Problem with my order,The return label you emailed me shows the wrong delivery address for the warehouse. I placed the order during the sale.,returns-warranty
T-10218,chat,Need assistance,is the Otter dry bag still returnable if I opened the packaging. I have been a customer for years and this is the first problem I hhave had??,returns-warranty
T-10219,chat,Damaged product,the Glacier 45 cooler showed up defective straight out of the box and I want a replacement. I need this sorted before the weekend??,returns-warranty
T-10220,webform,Damaged product,"Hi there, Is the Lumen 800 headlamp still returnable if I used it once.",returns-warranty
T-10221,email,Help,"Hello Northwind, My gift card balance shows $89.50 but checkout would not let me use it. I paid with the card ending 8595. Thanks. — Quinn Brooks",billing
T-10222,email,Support request,What is your return policy on sale items like the Riverbend sandals. I have been a customer for three seasons and this is the first problem I have had. Appreciate it. — Devon Chen,returns-warranty
T-10223,webform,Before I buy,following up - When will the Summit 65 backpack be back in stock in medium. I placed the order last week. Please advise.,product-question
